Index,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17
2004-02-24,10.98,10.47,7.26,15.41,8.51,8.38,10.44,12.37,4.93,16.16,25.1,28.23,11.5,4.89,6.7,9.71,10.34,14.89
2004-02-25,10.66,10.88,7.1,15.28,8.24,7.92,10.38,12.15,4.84,15.98,24.6,27.32,11.16,4.71,6.53,9.54,10.08,14.43
2004-02-26,10.76,10.76,7.37,15.58,8.22,7.62,9.99,12.12,5.05,16.05,24.12,28.25,11.27,4.77,6.39,9.58,10.2,14.84
2004-02-27,10.85,10.64,7.37,15.64,8.31,7.86,10.06,12.31,5.08,16.2,24.79,28.4,11.15,4.78,6.52,9.78,10.25,15
2004-03-01,10.79,10.78,7.39,15.62,8.34,8.04,10.24,12.55,5.1,16.25,24.96,28.53,11.06,4.79,6.46,9.78,10.2,15.05
2004-03-02,10.92,10.58,7.27,15.28,8.28,7.94,10.24,12.49,5.07,15.95,24.52,31.13,11.15,4.74,6.39,9.87,10.31,14.75
2004-03-03,10.77,10.81,7.06,15.14,8.11,7.67,10,12.19,5.06,15.68,24.3,30.69,11.03,4.62,6.17,9.49,10.19,14.79
2004-03-04,10.86,10.69,7.07,15.35,8.3,7.75,9.98,12.2,4.98,16.01,24.49,30.52,11.1,4.66,6.23,9.38,10.4,14.62
2004-03-05,10.69,10.41,7.1,15.13,8.18,7.6,9.86,12.14,5,16.01,24.9,30.62,10.98,4.63,6.16,9.36,10.25,14.42
2004-03-08,10.38,10.31,7.16,14.92,7.99,7.25,9.59,12.15,5.05,15.57,25.66,30.09,10.66,4.65,6.07,8.96,9.93,14.42
2004-03-09,10.34,10.79,7.31,14.95,8.27,7.06,9.49,12.08,5.21,15.59,25.57,29.9,10.69,4.72,6.08,8.99,9.69,14.56
2004-03-10,10.74,10.83,7.5,15.5,8.3,7.35,9.79,12.14,5.32,15.6,26.38,30.34,11.04,4.87,6.24,9.34,9.93,14.96
2004-03-11,10.79,10.78,7.45,15.69,8.44,7.4,10.12,12.48,5.3,16.3,26.49,30.89,11.01,4.85,6.16,9.36,9.95,14.94
2004-03-12,10.6,11.16,7.44,15.95,8.64,7.32,10.06,12.49,5.4,16.81,26.42,32.7,10.88,4.86,6.27,9.37,9.85,14.89
2004-03-15,11.05,11.16,7.65,16.14,8.71,7.54,10.14,13.14,5.6,16.9,26.12,33.42,11.26,5.01,6.44,9.69,10.01,15.27
2004-03-16,11.08,11.29,7.65,16.09,8.61,7.59,10.15,13.5,5.61,16.82,26.29,34.91,11.2,5.01,6.43,9.69,10.05,15.1
2004-03-17,11.17,10.97,7.65,16.1,8.75,7.69,10.23,13.52,5.54,17.64,25.52,34.91,11.29,4.94,6.44,9.74,10.02,14.91
2004-03-18,10.94,11.06,7.53,15.9,8.56,7.73,10.09,13.2,5.5,17.13,24.5,34.97,11.15,4.86,6.29,9.45,9.91,14.61
2004-03-19,11,11.2,7.7,15.93,8.61,7.83,10.5,13.62,5.71,17.15,25.83,34.87,NA,4.95,6.45,9.66,10.19,14.86
2004-03-22,11.33,11.05,7.64,15.56,8.58,7.78,10.48,13.52,5.77,17.2,25.89,34.52,11.32,4.95,6.36,9.84,10.41,15.08
2004-03-23,11.2,10.84,7.47,15.47,8.5,7.85,10.56,13.41,5.63,17.16,25.56,33.81,11.14,4.85,6.22,9.68,10.26,15.4
2004-03-24,11,10.95,7.43,15.51,8.45,7.85,10.63,13.61,5.65,17.17,25.11,35.05,11.07,4.82,6.1,9.57,10.14,15.2
2004-03-25,11.1,10.99,7.47,15.68,8.53,8,10.96,13.83,5.51,17.2,25.17,34.06,11.12,4.75,6,9.58,9.96,15.18
