Index,Close,Close.1,Close.2,Close.3,Close.4,Close.5,Close.6,Close.7,Close.8,Close.9,Close.10,Close.11,Close.12,Close.13,Close.14,Close.15,Close.16,Close.17
2008-05-06,31.65,8.6,16.96,21.71,42,12.83,46.15,25.5,18.66,36.98,17.1,203.11,34.83,12.45,22.24,70.85,8.37,193.54
2008-05-07,29.32,8.64,17.19,21.02,41.83,12.58,44.69,24.91,18.75,36.18,17.55,201.08,33.52,12.72,21.59,68.31,8.38,189
2008-05-08,29.59,8.73,17.49,21.53,42.86,12.88,45.38,25.49,18.76,37.61,17.7,206.96,34.5,12.88,22.27,69.75,8.7,188.91
2008-05-09,28.08,8.09,18.1,21.98,47.15,13.03,46.98,25.74,18.73,38.47,17.71,206.99,34.92,12.94,22.49,70.65,8.79,198.03
2008-05-12,29.28,8.09,17.69,21.6,46.34,12.59,45.87,25.06,NA,38.2,17.68,206.1,32.94,12.47,22.61,68.22,8.59,199.53
2008-05-13,28.54,7.78,18.41,21.1,49.63,12.69,46.02,25.27,17.9,39.13,NA,205.44,32.2,12.38,22.29,67.19,9.01,202
2008-05-14,31.03,7.28,17.62,NA,48.59,13.09,44.31,24.09,16.87,38.51,17.17,200.6,30.35,12.13,20.7,62.35,8.94,204.23
2008-05-15,30.08,6.94,17.67,18.99,45.81,12.46,40.88,22.95,16.19,37.19,16.75,196.86,29.78,10.92,18.94,58.69,8.84,209.59
2008-05-16,30.62,7.09,17.2,18.59,46.57,12.95,41.39,23.27,16.76,36.24,16.81,187.8,30.36,10.46,19.1,59.96,8.77,195.85
2008-05-19,30.22,7.45,17.29,18.85,46.91,13.49,42.88,23.82,17.17,38.79,17.17,192.18,31.84,10.69,19.75,63.43,9.26,201.96
2008-05-20,28.59,7.86,17.33,18.56,47.63,13.35,42.69,23.82,16.82,39.97,17.01,190,31.77,10.39,19.26,62.94,9.17,208.92
2008-05-21,28.58,8.65,17.12,18.86,47.93,13.37,42.53,23.99,17.01,40.11,17.08,195,31.97,10.51,20.19,62.86,9.17,213.99
2008-05-22,27.7,8.56,17.2,19.15,48.28,13.63,43.83,24.78,17.32,40.79,18.07,214.5,33.17,10.57,21.58,65.54,9.51,230.02
2008-05-23,28.26,8.3,16.42,18.59,48.24,13.21,42.69,24.35,16.81,40.19,12.21,220.93,31.63,10.17,20.67,62.45,9.73,217.06
2008-05-26,27.26,8.3,15.65,18.15,46.92,13.23,42.82,23.78,16.2,40.54,11.88,220.67,32.31,10.35,20.27,61.29,10.23,210.53
2008-05-27,27.27,8.76,15.79,18.98,47.87,13.79,43.18,24.87,16.46,41.62,12.28,217.02,33.35,10.35,20.74,63.14,10,216.92
2008-05-28,28.56,8.76,15.6,18.49,47.99,13.34,42.14,24.6,16.18,39.54,12.46,213.17,33.16,10.17,20.17,61.3,9.79,209.86
2008-05-29,27.55,8.5,15.12,17.72,46.46,12.72,41,23.65,15.3,37.13,11.89,209.59,31,9.7,18.99,60.47,9.73,200.86
2008-05-30,28.12,8.22,14.98,17.12,46.06,12.84,41,24,15.22,36.41,12.07,214.78,31.29,9.43,19.26,61.28,10.7,198.53
2008-06-02,28.44,8.25,14.5,16.12,43.5,12.34,38.92,23.7,14.75,35.9,11.53,212.25,29.67,9.02,17.94,58.98,10.71,195.89
2008-06-03,28.69,7.94,13.79,15.41,41.52,11.8,37.4,21.73,14.34,33.63,11.61,212.7,30.27,9.69,16.15,55.98,9.89,186.97
2008-06-04,28.38,7.97,13.71,15.62,41.59,11.81,36.8,21.33,13.9,33.91,11.26,205.04,29.32,9.41,15.4,57.99,9.75,190.17
2008-06-05,28.79,7.73,13.01,15.02,39.41,10.97,36.18,20.9,13.51,31.9,10.13,200.71,28.67,9.1,13.99,58.5,9.87,193.21
2008-06-06,28.61,8.07,12.63,13.96,36.57,10.01,32.56,19.99,13.4,32,9.12,189.54,28.21,8.85,12.98,56.14,10.29,187.6
2008-06-10,25.75,7.98,13.2,14.43,39.28,10.43,33.39,20.46,13.75,32.61,9.47,191.08,29.29,9.06,13.52,57.99,11,190.94
2008-06-11,24.73,8.05,14.14,14.86,39.38,10.8,34.04,21.7,14.16,33.55,9.79,192.94,30.64,9.18,14.87,58.9,11.01,171.85
2008-06-12,24.13,7.95,14.94,15.37,40.13,10.9,34.69,21.93,13.81,34,9.82,193.68,30.36,9.26,15.03,59.12,12.11,166.62
2008-06-13,23.87,7.6,13.92,14.52,38.75,10.5,32.11,20.84,13.03,33.15,9.57,192.31,28.6,9.12,13.57,55.73,11.73,156.78
2008-06-16,24,7.63,14.37,14.88,38.22,10.93,31.16,21.35,12.62,32.56,9.5,186.96,29.72,9.25,14.93,53.93,10.56,152.82
2008-06-17,24.09,7.43,14.35,14.77,38.88,10.83,31.35,21.08,12.43,33.28,9.76,185.49,30.69,9.34,14.87,54.22,10.72,155.67
2008-06-18,25.23,7.32,13.06,13.88,37.42,10.73,29.18,20.52,11.38,32.88,9.61,181.06,30.6,8.94,13.89,51.1,9.75,151
2008-06-19,23.03,7.06,13.47,14.63,37.97,11.23,32.1,21.49,11.97,NA,9.81,186.58,32.72,9.25,14.83,55.04,10.03,151
2008-06-20,24.4,7.12,12.41,13.73,36.18,11.08,31.53,NA,12.13,33.49,9.6,187.71,32.17,8.86,14.84,52.5,9.03,141.39
2008-06-23,24.03,7.37,11.33,12.62,36.38,10.18,28.51,19.76,11.68,31.17,8.67,184.65,31.69,8.05,14.92,49.31,9.01,127.25
2008-06-24,24.5,7.09,11.11,12.76,32.74,9.35,28.7,19.45,12.11,31,7.86,182.58,32.22,7.69,14.85,50.31,8.7,114.53
2008-06-25,24.92,7.21,11.71,13.35,34,9.44,29.11,20.09,12.46,30.89,8.01,178.01,33,7.96,14.93,51.91,8.61,119.98
2008-06-26,24.53,7.23,12.35,14.63,37.38,9.9,32.02,21.38,12.99,31.99,8.6,184.78,33.62,8.43,15.74,56.85,9.12,128
2008-06-27,22.99,7.1,12.36,15.08,38.16,10,33.6,21.71,12.75,31.9,8.72,191.53,33.44,8.46,16.61,57.68,9.22,136.01
2008-06-30,22,7.03,12,14.21,36.46,9.23,32.58,20.74,11.82,30.38,8.16,183.45,31.5,8.03,14.98,54.58,8.62,125.98
2008-07-01,20.13,7,12.13,14.63,36.98,9.5,35.83,21.12,11.59,30.15,8.46,178.39,32.13,8.11,15.71,NA,8.68,134.54
2008-07-02,20.2,7,12.1,14.79,35.99,9.53,34.92,21.2,11.64,30.3,8.61,175.65,32.78,8.37,15.63,56.79,8.77,134.91
2008-07-03,20.42,6.3,11.39,13.49,32.4,8.58,31.78,19.79,10.82,28.76,8.14,168.09,30.01,8.01,14.07,52.42,8.4,128.5
2008-07-04,20.95,6.09,11.31,13.79,32.88,8.68,33.88,20.34,11,26.33,8.81,168.38,29.89,8.18,13.77,54.19,8.94,132
2008-07-07,22.41,5.96,10.72,NA,31.45,8.71,33.17,19.88,11.05,25.38,8.83,169.12,29.78,8.31,12.4,52.18,9.08,131.32
2008-07-08,22.39,5.94,10.25,13.01,32.01,8.65,32.68,19.28,11.28,24.38,8.88,169.12,29.37,8.15,11.39,52.15,9.48,133.95
2008-07-09,23.44,6.06,9.88,12.48,30.22,8.71,31.3,18.54,10.43,24.42,8.96,170.06,29.35,7.84,10.27,52.9,8.86,NA
2008-07-10,23.69,5.96,10.13,12.76,30.49,8.31,33.66,17.63,9.91,24.11,8.89,171.54,30.13,8,10.44,55.01,8.62,120.56
2008-07-11,23.29,6.21,10.28,13.17,30,8.11,34.28,17.69,10.22,23.91,8.66,165.2,31.11,8.12,10.48,56.19,8.84,115.37
2008-07-14,23.5,5.65,10.96,13.79,NA,8.37,35.48,18.53,10.88,25.05,9.22,171.02,32.42,8.49,10.82,58.92,9.02,121.97
2008-07-15,21.83,5.89,12.06,15.17,33,9.21,39.03,20.37,11.97,26.99,10.13,185.97,35.62,9.32,11.9,32.13,9.7,131.76
2008-07-16,20.81,5.85,12.9,15.21,36.3,9.18,42.93,20.08,11.86,26.52,9.85,177.82,34.37,9.06,12.23,35.34,9.32,121.85
2008-07-17,20.42,5.99,NA,15.09,37.16,8.9,45.01,20.83,11.34,25.01,10.04,176.6,33.64,8.66,11.82,35.12,9.29,117.25
2008-07-18,21.3,6.16,13.19,14.92,37.58,8.97,48.17,19.16,11.42,24.7,10.17,176.57,33.48,8.7,11.97,36.84,NA,113.82
2008-07-21,22.13,6.08,13.92,15.74,40.93,9.21,51.99,21.08,12.56,26.49,10.42,183.13,35.01,9.21,12.65,39.64,9.54,119
2008-07-22,22.01,5.74,14,16.25,43.97,9.36,NA,22.33,13.17,28.05,10.78,183.66,34.95,9.34,13.92,40.13,10,130.9
2008-07-23,21.9,5.7,13.8,15.65,42.72,9.22,57.19,22.42,13.1,28.1,10.47,179.78,33.99,9.39,13.18,40.82,10.3,139.41
2008-07-24,23.69,5.41,12.95,14.69,40.72,8.83,54.75,21.87,12.51,26.5,9.71,175.54,32.63,9.35,12.13,37.78,10.1,130.92
2008-07-25,23.91,5.46,13.33,14.92,44.79,9.07,57.41,22.72,12.54,26.76,NA,179.03,32.98,10.17,12.37,38.34,10.36,139.33
2008-07-28,24.05,5.5,13.8,14.49,49.25,8.91,53.68,22.43,12.17,27.62,10.03,177.74,31.26,9.92,11.77,36.93,11.03,138.73
2008-07-29,23.55,5.55,14.09,14.59,47.92,8.76,55.9,22.67,12.09,27.03,10.86,181,31.71,9.78,11.9,37.18,10.87,141.67
2008-07-30,23.44,5.91,13.96,14.06,45.03,8.54,51.75,22.24,11.81,26.04,11.9,178.96,31.03,9.3,11.32,35.52,9.98,137.02
2008-07-31,22.71,6.03,14.01,14.67,47.43,8.88,51.95,22.74,12.13,26.56,11.57,180.76,32.55,9.53,11.9,36.57,10.41,139.31
2008-08-01,23.88,6.33,14.06,14.76,23.37,8.95,51.26,22.22,12.44,27.07,11.22,183.58,31.96,9.33,11.8,36.63,10.36,142.78
2008-08-04,23.29,6.23,13.85,14.48,22.09,9.84,56.39,21.69,12.17,27.19,11.07,182.94,32.09,NA,11.75,37.59,10.23,144.99
2008-08-05,23.25,6.17,13.49,14.15,22.76,9.49,57.29,21.64,11.89,27.21,11.32,180.01,31.5,9.28,11.54,36.5,10.4,153.64
2008-08-06,23.7,6.24,13.11,13.11,21.11,8.83,52.53,20.5,11.41,25.32,10.19,173.09,30.12,8.79,11.59,34.3,10.01,144.29
2008-08-07,23.16,5.89,13.41,13.31,21.88,8.87,54.87,20.13,12.55,25.63,10.35,173.64,30.37,9.15,11.42,35.09,10.08,73.7
2008-08-08,21.67,5.69,13.1,12.8,21.1,8.95,25.89,16.61,12.44,24.07,10,172.84,29.71,9.26,10.92,34.1,10.58,72.93
2008-08-11,21.91,5.59,12.98,12.88,20.34,8.85,23.34,16.16,12.81,22.78,9.71,172,29.8,9.74,10.81,33.39,11.2,67.32
2008-08-12,21.54,6.04,12.26,12.18,20.64,8.53,21.01,15.72,NA,21.75,9.7,172.84,29.27,NA,10.3,31.55,10.08,64.51
2008-08-13,21.27,6.18,12.08,12.34,21.88,8.66,23.03,16.04,12.24,21.52,9.97,169.81,29.47,NA,10.45,32.32,9.5,66.43
2008-08-14,21.11,6.13,12.63,12.69,22.1,8.96,24.28,16.5,12.79,21.98,10.15,NA,30.52,NA,10.84,34.31,9.62,65.31
2008-08-15,21.26,6.06,12.16,12.16,20.55,8.7,23.21,15.83,13.12,21.8,9.99,169.84,29.66,NA,10.28,32.7,9.08,62.01
2008-08-18,20.12,6.3,12.36,12.34,19.67,8.73,24.57,16.12,13.53,21.39,10,168.14,NA,NA,10.68,34.24,9.22,60.83
2008-08-19,20.53,6.27,12.17,12.69,19.82,8.69,24.49,16.35,13.62,21.79,10.45,171.18,NA,NA,10.84,33.99,9.09,62.75
2008-08-20,22.58,6.3,12.18,12.55,19.24,8.72,23.81,16.38,13.4,21.57,10.31,170.79,29.69,9.59,10.99,33.7,NA,61.92
2008-08-21,21.92,6.16,11.95,12.39,19.4,9.06,23.98,16.11,13.47,19.81,10,168.18,28.77,8.74,10.75,33.13,8.86,59.26
2008-08-22,21.23,6.11,11.54,12.21,19.66,8.94,25.46,16.46,13.81,19.41,9.94,164.99,28.35,8.67,10.63,34.15,9.1,57.01
2008-08-25,21.25,5.96,11.81,12.18,19.7,8.79,26.33,16.3,13.47,20.01,10.24,163.82,28.12,8.27,10.35,33.96,8.77,57
2008-08-26,20.75,6.18,10.97,10.96,17.79,7.91,26.25,14.72,12.34,18.6,9.33,157.83,25.31,7.57,9.32,31.29,7.89,NA
2008-08-27,20.99,6.04,10.94,10.22,18.19,7.6,28.87,15.04,11.92,19.05,9.1,157.49,24.1,7.6,8.84,32.18,7.24,51.51
2008-08-28,21.32,6.01,10.86,9.97,17.93,7.74,26.8,15,11.52,18.76,8.68,151.21,23.4,7.44,8.61,29.84,7.45,49.61
2008-08-29,21.97,6.19,10.78,9.57,16.51,7.82,24.12,15.01,11.26,18.43,8.61,149.49,23.32,7.14,8.48,27.52,7.75,46.02
2008-09-01,20.69,6.09,10.87,9.44,15.58,7.97,22.59,15.25,11.89,18.47,8.37,144.5,24.22,6.92,8.12,26.62,8.31,44.11
2008-09-02,20.07,5.83,10.53,NA,14.23,7.17,20.33,15.65,11.83,17.93,7.84,141.97,23.89,6.89,7.39,24.76,8.02,43.87
2008-09-03,19.19,5.64,10.92,9.71,15.65,7.46,22.36,16.24,13.01,19.25,8.45,144.29,24.88,7.17,7.84,26.27,8.57,46.15
2008-09-04,18.94,5.64,9.83,8.74,14.09,6.71,20.15,14.9,12.57,18.07,7.66,140.47,23.55,6.45,7.06,23.64,8.22,41.76
2008-09-05,17.99,5.58,NA,8.34,14.98,6.75,22.17,15.88,12.83,18.88,7.95,143.91,24.65,6.61,6.8,25.95,8.83,43.24
2008-09-08,17.67,5.6,NA,7.99,15.16,6.72,22.86,15.9,11.69,18.52,8.05,134.9,23.76,6.51,6.8,25.16,8.84,47.56
2008-09-09,17.71,5.68,9.06,8.12,15.92,NA,24.88,16.38,11.25,18.89,8.39,136.63,24.12,6.85,7.13,25.88,8.69,47.59
2008-09-10,17.25,5.45,9.59,8.78,16.92,7.1,25.5,16.8,11.55,19.97,8.91,144.51,24.71,7.1,NA,26.86,8.92,48.86
2008-09-11,15.93,5.61,9.47,8.92,17.77,7.29,25.69,16.71,11.3,19.97,8.86,145.55,24.63,7.02,7.5,26.78,NA,50.09
2008-09-12,15.93,6.13,8.93,8.05,16.43,6.7,24.12,15.72,10.27,18.7,8.21,140.26,NA,6.65,6.79,24.55,NA,51.02
2008-09-16,14.34,5.91,8.71,7.85,16.6,6.75,24.98,16.33,10.15,18.73,8.33,138.58,23.42,6.67,7.12,23.92,NA,51.55
2008-09-17,13.34,5.79,8.21,7.62,16.9,6.59,22.89,16.28,9.74,18.28,8.17,136.7,21.08,6.52,6.79,22.17,NA,49.81
2008-09-18,13.87,5.89,8.24,7.79,17.16,6.61,22.2,16.89,9.69,18.19,8.37,136.11,20.77,6.75,6.86,21.55,NA,53.09
2008-09-19,15.26,5.97,8.5,8,18.04,6.86,23.18,17.63,9.73,19.09,8.72,141.03,21.15,6.95,7.13,22.28,NA,57.01
2008-09-22,16.79,5.94,8.39,7.77,17.38,6.96,23.36,17.3,9.42,19.16,8.74,141.28,21.29,6.87,7.2,22.77,NA,55.89
2008-09-23,15.66,5.99,9.09,8.33,18.05,7.3,24.97,18.31,9.91,20,9.19,146.01,22.67,7.18,7.92,24.8,NA,56.84
2008-09-24,15.35,6.08,9.08,8.39,18.22,7.44,24.58,18.24,10.14,20.15,9.29,143.79,22.7,7.17,8.09,24.81,NA,57.33
2008-09-25,15.68,5.86,9.34,8.84,18.77,7.14,25.53,18.2,10.63,21,9.47,145.8,23.96,7.31,8.18,25.99,NA,58
2008-09-26,15.62,5.74,9.04,8.6,18.66,7.13,24.08,17.71,10.34,20.94,9.27,146.05,24,7.12,7.87,24.88,NA,56.57
2008-10-06,14.06,5.57,8.81,8.61,18.94,7.29,23.08,17.1,10.39,20.7,9.1,144.51,24.05,7.09,7.75,24.41,NA,59.06
2008-10-07,13.86,5.64,8.96,8.65,20.19,7.35,23.88,17.37,10.34,20.38,9.23,147.1,24.36,7.05,7.88,24.48,NA,64.32
2008-10-08,12.94,5.49,8.72,8.24,18.93,6.92,22.7,17.24,10.21,18.49,9.1,145.33,22.94,6.63,7.71,23.03,NA,65.59
2008-10-09,12.88,5.42,8.24,7.81,17.59,6.6,22.29,16.55,10.4,18.66,8.57,147.64,22,6.6,7.42,22.17,NA,59.57
2008-10-10,12.3,5.45,8.19,7.66,17.88,6.5,21.56,16.91,10.31,18.68,8.89,155.19,21.96,6.42,7.51,21.66,NA,58.79
2008-10-13,13.53,5.47,8.43,8.02,18.92,6.71,23.24,17.18,11.09,19.25,9.15,157.96,22.73,6.96,8.16,23.12,NA,60.78
2008-10-14,13.33,5.29,8.67,8.36,19.47,7.05,24.46,17.98,11.25,19.69,9.52,161.51,23.68,7.06,8.36,24.32,NA,61.46
2008-10-15,13.92,5.26,8.65,8.48,19.32,7.1,24.33,17.8,11.01,19.7,9.43,158.97,23.86,6.99,8.15,24.03,NA,62.62
2008-10-16,13.16,4.74,8.59,8.42,18.82,7.3,24.29,17.6,11.1,19.38,9.3,156.72,24.07,6.93,8.29,24.18,NA,59.45
2008-10-17,13.35,4.33,8.85,8.62,19.16,7.52,25.22,17.78,11.43,20.28,9.56,161.34,25.41,7.14,8.46,25.48,NA,58.7
2008-10-20,14.09,4.5,8.6,8.42,18.65,7.55,24.33,17.94,11.38,20.19,9.48,161.5,25,6.98,8.2,24.73,NA,57.99
2008-10-21,13.58,4.95,8.67,8.57,18.82,7.39,24.17,17.92,11.71,20.82,9.79,162,24.74,7.02,8.42,24.51,9.81,56.99
2008-10-22,13.27,5.45,8.3,8.53,18.08,7.41,23.17,17.3,11.69,20.4,9.72,161.78,24.37,6.8,8.26,23.73,9.33,57.98
2008-10-23,12.91,5.11,8.27,8.46,17.84,7.33,23.21,17.09,11.82,20,9.54,160.96,24.2,6.75,8.32,23.61,9.55,55.85
2008-10-24,12.14,5.06,8.06,8.07,17.71,7.06,22.69,16.6,11.2,19.2,9.14,159.89,23.64,6.6,7.89,22.6,8.95,53.76
2008-10-27,11.01,5.17,7.93,8.24,18.03,7.16,24.13,16.83,11.38,19.47,9.31,159.04,24.48,6.67,8.02,23.52,8.92,52.51
2008-10-28,12.1,5.16,7.54,8.03,17.22,7.16,22.92,16.9,11.13,19.03,9.11,157.15,24.26,6.59,7.74,22.41,8.58,52.5
2008-10-29,11.86,4.71,7.21,7.98,15.81,7.02,22.96,16.15,11.22,18.51,8.78,156.39,23.71,6.59,7.64,22.26,7.92,47.51
2008-10-30,12.17,4.76,7.22,7.96,15.91,7.04,23.56,16.14,11.58,19.05,9.18,157.46,24.16,6.61,7.77,22.85,7.73,46.51
2008-10-31,11.74,4.49,7.29,7.96,15.49,7.74,23.44,16.4,11.88,NA,9.13,153.53,24.13,6.79,7.51,22.41,7.98,46.77
2008-11-03,11.95,4.47,7.06,7.25,14.44,6.97,21.52,15.31,11.3,18.39,8.71,152.52,23.39,6.65,6.76,21.39,7.18,45.28
2008-11-04,12.02,4.31,6.93,6.65,13.15,6.27,19.37,14.7,10.69,18.04,7.84,146.07,22.71,6.15,6.09,19.56,6.46,40.76
2008-11-05,12.76,4.7,7.11,6.73,13.23,5.83,17.43,15.13,10.49,18.26,7.9,147.64,22.29,6,5.9,17.99,6,37.92
2008-11-06,12.13,4.48,7.17,6.73,14.29,5.88,18,15.28,10.67,18.62,8.02,147.96,21.81,5.85,5.89,18.1,5.98,39.36
2008-11-07,12.76,4.5,7.11,6.77,13.99,5.91,17.57,15.35,10.6,18.88,8.11,149.01,21.61,5.84,5.85,18.11,5.9,40.09
2008-11-10,14.04,4.31,7.01,6.74,14.01,5.95,16.88,15.41,10.66,18.7,8.03,151.78,21.99,5.81,5.85,18.19,6.49,37.27
2008-11-11,13.82,4.34,6.69,6.21,12.96,5.5,15.19,15.01,10.02,17.95,7.68,146.43,21.21,5.23,5.27,16.61,5.91,34.06
2008-11-12,14.18,4.48,6.77,6.25,13.24,5.62,15.03,15.08,10,17.16,7.75,144.02,21.89,5.2,5.31,17,5.92,33.99
2008-11-13,14.81,4.45,7.32,6.72,14.55,6.13,16.53,16.15,10.83,18.12,8.52,151.26,23.92,5.57,5.74,18.7,6.42,37.39
2008-11-14,14.95,4.36,6.95,6.42,14.04,6.13,17.3,15.79,10.12,16.84,8.08,147.87,23.13,5.22,5.51,19.4,6.02,36.66
2008-11-17,15.26,4.26,6.76,6.5,13.54,6.19,17.16,15.78,9.99,16.05,8.49,145.27,22.95,5.02,5.57,18.8,5.85,37.19
2008-11-18,13.73,4.13,6.69,6.44,13.36,6.03,16.81,15.74,10.13,16.1,8.37,144.21,23.09,5.09,5.57,18.74,5.8,35.39
2008-11-19,14.76,3.89,6.3,6.09,12.52,5.52,15.5,15.34,10.04,15.33,7.69,140.01,22.88,4.9,5.17,17.93,5.23,33.48
2008-11-21,14.19,4.14,6.2,6.12,12.06,6.07,16.18,15.01,10.19,15.34,7.23,135.15,22.92,4.8,5.23,18.88,5.02,33.9
2008-11-24,13.27,4.04,6.28,6.2,11.8,5.93,16.29,14.86,10.11,15.37,7.21,136.5,22.9,4.74,5.24,19.59,4.89,35.03
2008-11-25,13.14,4.1,6.52,6.45,12.13,6.1,17.07,15.33,10.22,15.88,7.51,139.99,23.08,4.88,3.64,20.11,5.03,35.8
2008-11-26,12.99,4.03,6.54,6.16,11.51,6.1,16.01,14.88,9.96,15.32,7.26,135.65,21.56,4.71,3.44,19.1,4.79,34.71
2008-11-27,12.92,4.05,6.53,6.23,11.32,6.06,16.04,14.8,9.94,14.72,7.41,129.99,20.88,4.77,3.53,19.16,4.91,33.31
2008-11-28,11.99,4.06,6.5,6.29,10.72,5.68,15.81,14.3,10.07,14.21,7.37,127.15,20.26,4.78,3.65,19.43,5.01,31.2
2008-12-01,12.19,4.22,6.54,6.29,11.04,5.78,15.78,14.41,10.04,14.14,7.59,129.44,20.46,4.81,3.65,19.17,4.99,31.34
2008-12-02,12.07,4.07,6.43,6.06,10.31,5.54,14.82,14.23,9.88,14.09,7.42,131.25,20,4.72,3.49,18.56,4.49,29.8
2008-12-03,12.9,4.17,6.39,5.94,9.34,5.41,13.97,14.19,9.13,13.83,7.36,130.56,20.09,4.46,3.35,17.98,4.04,30.11
2008-12-04,13.36,4.51,6.59,6.05,8.98,5.68,14.12,14.54,8.99,14.05,7.4,132.8,20.18,4.42,3.45,18.37,4.09,28.94
2008-12-05,13.57,4.37,6.6,6.3,8.86,5.85,14.91,14.54,9.09,14.27,7.5,132.77,19.8,4.48,3.53,19.15,4.18,27.87
2008-12-08,14.77,4.41,6.46,6.4,8.2,5.73,15.94,14.42,8.7,14.22,7.37,132.37,18.04,4.25,3.49,19.39,4.12,26.72
2008-12-09,14.15,4.56,6.53,6.38,8.35,5.72,15.68,14.28,8.97,14.28,7.43,133,17.85,4.26,3.54,18.97,4.07,NA
2008-12-10,15.43,4.67,6.51,6.14,NA,5.15,15.17,13.43,9.13,14.1,7.49,131.23,16.07,NA,3.46,17.8,3.95,27.55
2008-12-11,14.86,4.73,6.19,5.93,8.24,4.85,14.68,12.09,9.3,13.2,7.4,128.18,14.47,4.09,3.39,17.13,4.01,27.9
2008-12-12,13.88,4.35,6.01,5.59,9.06,4.64,14.02,10.88,9.04,11.9,7.02,120.82,14.92,4.35,3.18,16.25,3.8,30.69
2008-12-15,14.03,4.62,6.61,6.15,9.97,5.1,15.42,NA,9.94,13.09,7.72,132.9,16.41,4.79,3.5,17.88,4.18,NA
2008-12-16,14.04,4.43,6.81,6.51,10.97,5.35,16.96,11.03,10.79,13.28,8.22,132.84,18.05,5.2,3.78,19.67,4.34,33.76
2008-12-17,13.8,4.21,6.53,6.18,10.36,4.96,17.45,9.93,10.27,NA,7.7,120.31,17.13,4.92,3.58,20.15,4.17,37.14
2008-12-18,14.83,4.18,6.65,6.3,10.96,5.19,17.88,9.03,10.39,12.33,8,126.48,16.83,5.3,3.56,20.98,4.37,36.28
2008-12-19,14.67,4.14,7.15,6.68,11.08,5.25,19.66,NA,10.82,12.78,8.09,129.19,17.6,5.43,3.67,23.08,4.46,38.23
2008-12-22,14.24,4.13,7.27,6.82,10.87,5.32,21.52,9.28,10.68,12.73,8.11,131.89,17.62,5.47,3.69,24.76,4.42,37.78
2008-12-23,13.66,4.01,6.63,6.44,9.78,5.07,23.67,9.81,9.99,11.65,7.81,127.18,15.86,5.45,3.69,NA,4.56,35.19
2008-12-24,13.74,4.05,6.41,6.47,9.58,5.15,21.3,9.23,10.17,11.08,8,124.05,15.59,5.6,3.92,22.28,4.66,37
2008-12-25,13.45,4.04,6.2,6.15,9.74,4.87,19.38,8.69,10.1,10.39,7.87,120.3,14.29,5.37,3.68,20.8,4.68,40.7
2008-12-26,13.41,4.25,6.02,6.05,9.31,4.76,19.87,8,10.19,10.21,7.88,117.55,14.39,5.36,3.68,21.12,4.59,39.01
2008-12-29,13.18,4.29,5.78,5.69,8.48,4.32,20.11,7.2,9.8,9.48,7.47,111.4,13.84,5.3,3.43,20.64,4.18,39.99
2008-12-30,13.31,4.33,5.92,5.88,8.98,4.44,22.12,NA,9.88,9.69,7.59,111.47,15.22,5.34,3.66,22.68,4.6,38.02
2008-12-31,13.25,4.54,5.7,5.76,8.63,4.29,19.91,7.92,9.72,9.22,7.33,106.6,14.93,5.16,3.54,20.41,4.51,39.41
2009-01-05,13.72,4.4,5.64,5.69,8.62,4.25,19.9,7.39,9.09,8.61,7.44,104.22,15.2,5.09,3.47,19.81,4.47,38.03
2009-01-06,14.48,4.62,5.46,5.56,8.1,4.14,18.18,7.05,8.46,8.09,7.12,100.58,14.33,5.04,3.15,18.29,4.07,34.23
2009-01-07,14.29,4.44,5.52,5.67,8.3,4.19,18.6,7.32,8.6,8.09,7.1,97.89,14.18,5.04,3.22,18.72,4.13,33.54
2009-01-08,13.65,4.24,5.67,5.83,8.94,4.36,20.46,7.71,8.83,8.37,7.28,96.74,14.87,5.22,3.32,20.54,4.21,34.49
2009-01-09,14.09,4.26,5.55,5.68,8.94,4.5,20.29,7.43,8.64,8.55,7.04,94.63,14.63,5.16,3.41,19.84,4,33.55
2009-01-12,14.3,4.25,5.41,5.56,8.43,4.57,20.55,7.18,8.33,8.78,6.84,96.38,14.12,4.99,3.36,19.29,3.75,31.35
2009-01-13,13.99,4.21,5.47,5.61,8.6,4.65,22,7.4,8.09,8.87,6.85,99.14,13.49,5.03,3.44,19.99,3.69,32.28
2009-01-14,15.12,4.37,5.2,5.43,8.43,4.37,21.13,7.35,7.91,8.79,6.6,98.28,12.14,4.91,3.28,19.34,3.35,30.59
2009-01-15,15.11,4.34,4.69,5.02,7.59,4.38,19.18,6.63,7.12,7.91,6.01,91.25,11.15,4.42,2.99,17.63,3.02,30.19
2009-01-16,15.62,4.23,4.74,5.16,7.98,4.33,21.1,6.84,7.3,8.37,6.37,94.28,11.8,4.58,3.08,19.1,2.95,32
2009-01-19,15.96,4.11,4.6,5.02,7.18,3.98,19.46,6.82,6.82,8.07,6.4,95.18,11.72,4.55,2.96,17.68,2.66,31.23
2009-01-20,16.2,4.12,4.73,5.07,6.74,NA,19.74,6.77,7.05,8.54,6.41,95.3,12.17,4.83,2.94,18.29,2.64,33
2009-01-21,16.37,4.09,4.57,4.94,6.2,3.97,18.44,6.89,6.75,8.33,6.45,92.2,11.69,4.82,2.84,17.84,2.8,32.16
2009-01-22,16.48,4.14,4.46,4.91,6.03,3.96,16.6,7.2,6.67,8.64,6.28,91.7,11.75,4.84,2.74,16.71,2.66,32.39
